@relation 'train-weka.filters.unsupervised.attribute.Remove-V-R28,61,67,86,130,145,147,176,232,235,287,310,332,426,470,481,649-650,873,886,1205,1769,1'

@attribute D27 numeric
@attribute D60 numeric
@attribute D66 numeric
@attribute D85 numeric
@attribute D129 numeric
@attribute D144 numeric
@attribute D146 numeric
@attribute D175 numeric
@attribute D231 numeric
@attribute D234 numeric
@attribute D286 numeric
@attribute D309 numeric
@attribute D331 numeric
@attribute D425 numeric
@attribute D469 numeric
@attribute D480 numeric
@attribute D648 numeric
@attribute D649 numeric
@attribute D872 numeric
@attribute D885 numeric
@attribute D1204 numeric
@attribute D1768 numeric
@attribute Activity numeric

@data
0,0.0101,0,0,0,0,0.0714,0.111163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0356,0.115657,0,0,0,0.285714,0.212103,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,1
1,0,0.0136,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.0952,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0.0275,0.0503,0,0,0,0.261905,0.138144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.255947,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0807,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0136,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0.333333,0,0,0,0,0
0,0,0.0211,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0719,0,0,0,0,0,0.105393,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1
0,0,0.102103,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.115657,0,0,0,0.261905,0.130268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0202,0.0759,0,0,0,0.595238,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.114753,0,0,0,0.52381,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0.00941,0.0711,0,0,0,0.285714,0.0942,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,1,1
0,0,0.133427,0,0,0,0.238095,0.117034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0588,0,0.0876,0.157895,0.0606,0.0952,0.156363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.055,0.135803,0,0,0,0.0714,0.114117,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0
1,0,0.105654,0.00953,0.105263,0,0,0.103358,0.5,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
1,0.055,0.0136,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0.114684,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
0,0.117647,0,0,0,0,0.166667,0.185296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0,0.103358,0,0,0,0,0,0,0.0833,0,0,0.0833,0,0,0,0,0
1,0,0,0.0529,0.105263,0.0909,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1
1,0,0.0136,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
0,0.0294,0.0157,0.0269,0.0526,0.0303,0.214286,0.105017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.161739,0,0,0,0,0.0767,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0.102103,0,0,0,0.380952,0.138601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0313,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0804,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0542,0,0,0,0.0952,0.138614,0,0,0,0,0,0.125,0.333333,0,0,0,0,0,1,0,1
1,0.0376,0.0506,0,0,0,0.357143,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0294,0.0253,0,0,0,0.0952,0.130772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.294118,0,0.0949,0.157895,0.0303,0.285714,0.313376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0449,0.0933,0.157895,0,0.0952,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
0,0.117647,0,0,0,0,0,0.278427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0588,0,0,0,0,0.0238,0.153674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0777,0,0,0,0.309524,0.103358,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,1
0,0.0275,0,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.161739,0,0,0,0,0.112736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0275,0.0247,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.116146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0.0476,0.119369,0,0,0,0.25,0,0,0.166667,0.25,0,0,0,0,0,0,0
1,0.0294,0.0157,0,0,0,0.47619,0.10079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.102103,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0
0,0,0,0,0,0,0,0.105627,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
0,0,0,0.0269,0.157895,0,0.0952,0.112364,0,0,0,0,0,0,0.0833,0.25,0,0,0,0,0,0,0
1,0,0.113247,0,0,0,0.404762,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.114956,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
0,0.294118,0,0,0,0,0,0.512345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
1,0.065,0,0,0,0,0.0952,0.115135,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,1,0,1
1,0,0.126499,0,0,0,0.761905,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.055,0.0136,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.072,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1
0,0,0.175292,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
0,0,0,0.00504,0.157895,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
1,0.0275,0.0136,0,0,0,0.166667,0.10359,0,0,0,0,0,0,0.166667,0,0,0,0,0,1,1,0
0,0,0.0157,0.0346,0.105263,0,0.309524,0.103358,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1
1,0.0202,0.0759,0,0,0,0.380952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0.0376,0.0389,0,0,0,0.333333,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0.0588,0.0271,0,0,0,0.214286,0.18037,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
1,0.00366,0.0114,0,0,0,0.214286,0.119625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0449,0,0,0,0.214286,0.106985,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.0545,0,0.333333,0.0952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0983,0,0.0241,0.0526,0,0.428571,0.105318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0.12851,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0.117647,0,0,0,0,0.0238,0.200316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.323529,0,0.0821,0.105263,0.0303,0.238095,0.425435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0136,0.00852,0.157895,0.0303,0.0476,0.103358,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0.0899,0.210526,0.121212,0.0238,0.103358,0,0,0,0.25,0,0,0.0833,0.25,0,0,0,0,0,0,0
1,0,0.12921,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.157123,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.00737,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.204206,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0294,0,0,0,0,0.0952,0.114886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.261905,0.0939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.204206,0,0,0,0.380952,0.108338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0.0136,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0.0833,0,0,0,0,0
1,0,0,0,0,0,0.0476,0.188844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.309524,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0136,0,0,0,0.142857,0.11143,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.0895,0,0,0,0.452381,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.0777,0.0256,0.473684,0,0.428571,0.103358,0,0,0,0.75,0,0,0.166667,0,0,0,0,0,0,0,0
1,0,0.0738,0,0,0,0.52381,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0714,0.103358,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1
0,0.0275,0.257517,0,0,0,0.333333,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.205882,0,0,0,0,0.166667,0.244715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0395,0,0,0,0,0.166667,0.105149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.217059,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
1,0.00737,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0882,0.323477,0.159348,0.157895,0.0909,0,0.184138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0895,0,0,0,0.333333,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.072,0,0,0,0.190476,0.103358,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.0294,0,0,0,0,0,0.107819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.102103,0,0,0,0.190476,0.101553,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0.0124,0.0566,0,0,0,0.261905,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.147059,0,0,0,0,0.142857,0.24817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.117647,0,0.0897,0.105263,0.0909,0.190476,0.167177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0.0271,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0271,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0376,0.0232,0,0,0,0.261905,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0136,0,0,0,0.0476,0.16181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.0294,0,0,0,0,0.0238,0.11977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0.113056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.206917,0.0341,0.631579,0,0.5,0.103358,0,0,0,1,0,0,0.333333,0,0,0,0,0,0,0,0
1,0,0.1012,0,0,0,0.5,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0588,0,0,0,0,0.0476,0.153814,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
1,0.0882,0,0.0657,0.0526,0.0606,0.0476,0.158175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.161739,0,0,0,0,0.146999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0588,0,0,0,0,0.0238,0.147783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0543,0.0325,0,0,0,0.214286,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0.0294,0,0,0,0,0.0238,0.126528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0942,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
0,0,0.18493,0,0,0,0.166667,0.13144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
1,0,0.137007,0,0,0,0.547619,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,1,0,1
1,0,0.0759,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,1
0,0.0275,0.0253,0,0,0,0.190476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.1012,0,0,0,0.428571,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0642,0,0,0,0.47619,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0.0232,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.205882,0,0.0269,0,0,0.0952,0.320087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0826,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0449,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0.0833,0.25,0,0,0,0,0,0,1
0,0.0101,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0407,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0.0833,0.25,0,0,0,0,1,0,1
1,0.292208,0.0136,0.0821,0.105263,0,0.333333,0.333434,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.0575,0,0,0,0.285714,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.262637,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.125295,0,0,0,0.166667,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.130953,0.00953,0.105263,0,0.166667,0.103358,0.5,0,0,0,0,0,0.166667,0,0,0.0833,0,0,0,0,0
1,0,0.0449,0.0933,0.157895,0,0.0476,0.103358,0,0,0,0,0,0,0.0833,0.25,0,0,0,0,0,0,1
1,0.0588,0,0,0,0,0.0238,0.160676,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
0,0.0588,0,0.106438,0.210526,0.0606,0,0.135377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0294,0,0,0,0,0.0238,0.130048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0202,0.0759,0,0,0,0.47619,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.00621,0.319863,0,0,0,0.214286,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0.235294,0,0,0,0,0,0.329455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
1,0.0294,0,0,0,0,0.0238,0.119893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.106673,0,0,0,0.0714,0.12126,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0.617647,0.161739,0,0,0,0.214286,0.473562,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0642,0,0,0,0.428571,0.141619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0271,0,0,0,0.190476,0.103358,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0
0,0.0275,0,0,0,0,0,0.103358,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
1,0,0.155015,0,0,0,0.166667,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
0,0.0294,0,0,0,0,0.452381,0.12865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0503,0,0,0,0.261905,0.115313,0,0,0,0,0,0,0.416667,0.25,0,0,0,0,0,0,1
1,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.380952,0.12135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0157,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0575,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0313,0,0,0,0.238095,0.238398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.00737,0.140956,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0588,0.204206,0,0,0,0.0476,0.147302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0376,0.0506,0,0,0,0.333333,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
1,0,0.0136,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0.166667,0,0,0.166667,0,0,0,0,1
1,0.117647,0,0.0127,0,0,0.214286,0.230698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.0975,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0476,0.103358,0,0,0.5,0.25,0,0,0,0,0,0.0833,0,0,0,0,0
0,0,0.0232,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.174032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.214286,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0313,0.0269,0.0526,0,0.0952,0.119561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0464,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0313,0,0,0,0.0238,0.103358,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0
1,0,0.0717,0,0,0,0.357143,0.120255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0294,0,0,0,0,0,0.158291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0271,0,0,0,0.214286,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0271,0,0,0,0.261905,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.104814,0,0,0,0.380952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.161739,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.113894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0275,0.0247,0,0,0,0,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,1,0,1
0,0.0101,0.0693,0,0,0,0.547619,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0.0407,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
1,0.0294,0.0271,0,0,0,0.0714,0.114761,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0
1,0,0.1012,0,0,0,0.642857,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0202,0.0642,0,0,0,0.428571,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,1,0,1
1,0,0.0777,0.0256,0.473684,0.0303,0.333333,0.103358,0,0,0,0.75,0,0,0.166667,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.159178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0253,0,0,0,0.166667,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
1,0,0.0367,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1
0,0.00366,0.132824,0,0,0,0.380952,0.18513,0,0,0,0,0,0,0.0833,0,0,0.0833,0,0,0,1,1
1,0,0.0449,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
1,0.0376,0.0759,0,0,0,0.333333,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0136,0,0,0,0.0952,0.110419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0524,0.0241,0.0526,0,0.357143,0.136564,0,0,0,0,0,0,0.166667,0,0,0.0833,0,0,0,0,1
1,0,0.0407,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0.147059,0,0,0,0,0,0.230236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0476,0.103358,0,0,0.5,0.25,0,0,0,0,0,0.166667,0,0,0,0,0
0,0.235294,0,0,0,0,0.238095,0.373796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0388,0.0304,0,0,0,0.142857,0.103778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0,0.103358,0,0,0,0,0,0,0.166667,0,0,0.166667,0,0,0,0,1
1,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0304,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.1174,0.00953,0.105263,0,0.166667,0.103358,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0275,0,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,1
0,0,0.195773,0,0,0,0.0952,0.132349,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
1,0,0.0136,0,0,0,0.119048,0.138791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0588,0.0819,0,0,0,0.571429,0.0989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0101,0.0364,0.0933,0.157895,0,0.166667,0.130629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0294,0.323477,0,0,0,0,0.134744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0294,0.0253,0,0,0,0.190476,0.165777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0506,0,0,0,0.357143,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.117647,0,0,0,0,0.0238,0.201578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0275,0.0253,0,0,0,0.309524,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.0506,0,0,0,0.357143,0.143725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0275,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0389,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0.25,0,0,0,0,1
0,0,0.161739,0,0,0,0,0.103358,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0232,0,0,0,0.166667,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0294,0.0942,0,0,0,0.166667,0.131785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0588,0.0895,0,0,0,0.547619,0.191445,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.188731,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0
0,0.0294,0.102103,0,0,0,0.0238,0.100978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00635,0.105263,0.0303,0,0.107709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0588,0,0,0,0,0.0476,0.145904,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,1,0,1
0,0,0.102103,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0882,0,0,0,0,0.261905,0.268253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
